Q8MYY6	Dmel_CG10000
Q8IMT3	Dmel_CG31436
Q8IMT0	Dmel_CG31437
Q8IN27	Dmel_CG31438
Q8IMS9	Dmel_CG31439
A0A0B4LI36	Dmel_CG31441
Q95SR0	Dmel_CG31445
A0A0B4KH75	Dmel_CG31446
Q9GU54	Dmel_CG31447
Q8INI8	Dmel_CG31449
C7LA76	Dmel_CG31449
Q9VHQ0	Dmel_CG31450
Q8SX76	Dmel_CG31453
Q8INQ8	Dmel_CG31454
Q8T0D1	Dmel_CG31457
Q8IN66	Dmel_CG31459
Q8INQ7	Dmel_CG31460
A0A0B4LGZ4	Dmel_CG31460
Q9VHT7	Dmel_CG31463
Q8INR2	Dmel_CG31464
A0A0B4KGI8	Dmel_CG31465
Q8INL4	Dmel_CG31467
Q8T983	Dmel_CG31468
Q8ING6	Dmel_CG31469
Q9VHZ5	Dmel_CG31472
Q8INR5	Dmel_CG31473
Q9VDY9	Dmel_CG31475
Q9VH24	Dmel_CG31477
Q9VF89	Dmel_CG31478
P31264	Dmel_CG31481
Q9VI35	Dmel_CG31482
Q8WTI6	Dmel_CG31483
Q9Y123	Dmel_CG3149
A0A0B4JDC5	Dmel_CG31493
Q8ING5	Dmel_CG31495
Q9VI97	Dmel_CG31496
Q8INS6	Dmel_CG31501
Q8IN42	Dmel_CG31507
D3PFI0	Dmel_CG31507
Q8IN43	Dmel_CG31508
A0A1B2AJ59	Dmel_CG31508
Q8IN44	Dmel_CG31509
A0A1B2AIV9	Dmel_CG31509
Q24474	Dmel_CG3151
Q9VBX4	Dmel_CG31510
Q9VCM5	Dmel_CG31515
Q8I0K2	Dmel_CG31516
Q95RF7	Dmel_CG31517
P82986	Dmel_CG31519
A1Z6L9	Dmel_CG3152
Q9VN29	Dmel_CG31522
Q95T98	Dmel_CG31523
Q0KHY6	Dmel_CG31524
Q8IPL9	Dmel_CG31525
Q8IPM2	Dmel_CG31528
Q9VFN7	Dmel_CG3153
Q8ING2	Dmel_CG31533
Q8I0F1	Dmel_CG31538
Q8MZB8	Dmel_CG31542
Q9VNF4	Dmel_CG31546
Q9VNC7	Dmel_CG31547
Q8IPP8	Dmel_CG31548
Q8SX57	Dmel_CG31549
Q8T3H9	Dmel_CG31550
Q8IPP9	Dmel_CG31551
Q9VNL2	Dmel_CG31557
Q8MZ07	Dmel_CG31558
Q9VNL4	Dmel_CG31559
Q8SWW9	Dmel_CG3156
Q9VNN8	Dmel_CG31560
Q8IPR4	Dmel_CG31561
P23257	Dmel_CG3157
Q9VF26	Dmel_CG3158
L0CR04	Dmel_CG3158
E1JHQ6	Dmel_CG3159
Q9W495	Dmel_CG3160
X2JB70	Dmel_CG31600
Q8IMF0	Dmel_CG31601
M9PCW5	Dmel_CG31605
Q8IPG8	Dmel_CG31606
Q8IPF1	Dmel_CG31609
P23380	Dmel_CG3161
P84040	Dmel_CG31611
A0A0B4KFZ9	Dmel_CG31611
Q9V9Q2	Dmel_CG31612
P02299	Dmel_CG31613
P02255	Dmel_CG31617
P84051	Dmel_CG31618
Q0E8N3	Dmel_CG31619
Q9W1T4	Dmel_CG3162
P58960	Dmel_CG31620
P58956	Dmel_CG31622
Q8INT5	Dmel_CG31623
Q9VIE3	Dmel_CG31624
Q8INT9	Dmel_CG31626
Q8INU1	Dmel_CG31627
P00967	Dmel_CG31628
X2J516	Dmel_CG31628
Q9W1C8	Dmel_CG3163
Q9VM77	Dmel_CG31632
Q9VMA6	Dmel_CG31633
Q8SY02	Dmel_CG31634
A8DYW2	Dmel_CG31635
Q8IPJ5	Dmel_CG31636
Q9VMC3	Dmel_CG31637
A8DYW1	Dmel_CG31638
Q8IPJ8	Dmel_CG31639
Q9VPJ9	Dmel_CG3164
M9NEA1	Dmel_CG31641
Q8IPJ9	Dmel_CG31642
Q960W0	Dmel_CG31643
X2J713	Dmel_CG31644
Q9VMN6	Dmel_CG31646
Q9VMQ6	Dmel_CG31648
Q9VQJ7	Dmel_CG3165
Q7K1W8	Dmel_CG31650
Q6WV17	Dmel_CG31651
Q8IPW3	Dmel_CG31658
Q1ECA7	Dmel_CG31659
Q01842	Dmel_CG3166
M9PC88	Dmel_CG3166
Q59E18	Dmel_CG31660
Q9VQ14	Dmel_CG31661
P58951	Dmel_CG31662
M9NCQ1	Dmel_CG31663
M9PC61	Dmel_CG31664
M9NEN9	Dmel_CG31665
Q9VQ30	Dmel_CG31666
Q8IPY0	Dmel_CG31668
Q7JRE4	Dmel_CG3167
Q9VQ56	Dmel_CG31670
M9PE28	Dmel_CG31671
F0JAI6	Dmel_CG31672
X2J9A5	Dmel_CG31673
Q8INU6	Dmel_CG31674
Q8SXV2	Dmel_CG31675
Q9VII5	Dmel_CG31676
Q8INV0	Dmel_CG31677
B7YZY0	Dmel_CG31678
Q9VQ95	Dmel_CG31679
Q9W3W9	Dmel_CG3168
Q8INU9	Dmel_CG31680
Q8IPY7	Dmel_CG31681
Q8IPY9	Dmel_CG31682
Q9Y168	Dmel_CG31683
E1JHM5	Dmel_CG31687
B7YZX9	Dmel_CG31688
Q9VQF1	Dmel_CG31689
Q9VGE2	Dmel_CG3169
Q9VQE9	Dmel_CG31690
T2GG64	Dmel_CG31690
Q9VIR2	Dmel_CG31691
D4G7E3	Dmel_CG31691
X2JES1	Dmel_CG31692
Q2PDP2	Dmel_CG31693
Q9VQI5	Dmel_CG31694
P54631	Dmel_CG31695
X2JB15	Dmel_CG31695
Q8INW1	Dmel_CG31697
Q8MS99	Dmel_CG31698
Q8IME8	Dmel_CG31702
Q8IME7	Dmel_CG31703
Q8IPA4	Dmel_CG31704
Q9VKG4	Dmel_CG31705
Q8T0P4	Dmel_CG31706
M9MSH3	Dmel_CG31708
Q8IPE7	Dmel_CG31709
Q9NDM2	Dmel_CG3171
M9NGQ9	Dmel_CG3171
M9PCH5	Dmel_CG31710
Q9VL63	Dmel_CG31712
Q4V6M1	Dmel_CG31713
M9PB89	Dmel_CG31715
M9MRH8	Dmel_CG31716
Q8T8T9	Dmel_CG31717
M9PCT4	Dmel_CG31718
M9PCT9	Dmel_CG31719
Q9VFM9	Dmel_CG3172
Q8IPD1	Dmel_CG31720
M9MRI4	Dmel_CG31721
Q9VK10	Dmel_CG31728
X2JDZ6	Dmel_CG31729
Q9W1C5	Dmel_CG3173
Q8IP77	Dmel_CG31730
Q0E8Q7	Dmel_CG31731
Q2PDT6	Dmel_CG31732
Q8MZ67	Dmel_CG31733
Q8IP32	Dmel_CG31735
Q9VJH2	Dmel_CG31739
Q7K3U4	Dmel_CG3174
Q8T403	Dmel_CG31740
Q9VJA7	Dmel_CG31741
Q8INY4	Dmel_CG31742
Q9VJG5	Dmel_CG31743
Q9VJF2	Dmel_CG31744
P58955	Dmel_CG31747
Q8INZ2	Dmel_CG31748
Q8INZ1	Dmel_CG31750
Q9VJ68	Dmel_CG31751
Q8INX2	Dmel_CG31752
Q8I7Z8	Dmel_CG31753
M9PBD2	Dmel_CG31753
Q9VL52	Dmel_CG31755
Q8IP91	Dmel_CG31759
M9PDE1	Dmel_CG3176
Q9VKA4	Dmel_CG31760
Q960Z4	Dmel_CG31762
Q3YBY4	Dmel_CG31764
Q8SZK5	Dmel_CG31769
Q8I0K8	Dmel_CG31770
Q9VQW0	Dmel_CG31773
M9NCR3	Dmel_CG31774
Q7KT85	Dmel_CG31775
Q8IA43	Dmel_CG31776
Q8IQ06	Dmel_CG31777
Q8SZI8	Dmel_CG31778
Q4V621	Dmel_CG31779
P27864	Dmel_CG3178
Q7KT73	Dmel_CG31780
M9MRL5	Dmel_CG31783
Q8INZ5	Dmel_CG31784
Q8INY2	Dmel_CG31785
Q8INX8	Dmel_CG31787
Q8INX9	Dmel_CG31788
Q8INX6	Dmel_CG31789
Q9VJ21	Dmel_CG31792
X2JAE9	Dmel_CG31793
Q2PDT4	Dmel_CG31794
M9PAZ4	Dmel_CG31795
Q9VIY5	Dmel_CG31797
Q8INW8	Dmel_CG31798
P08266	Dmel_CG3180
A0A0B4LI86	Dmel_CG3180
Q8INX1	Dmel_CG31800
Q8INX4	Dmel_CG31801
Q8T415	Dmel_CG31802
Q8T3V7	Dmel_CG31803
Q8INY9	Dmel_CG31804
M9NDR0	Dmel_CG31805
Q9VJF8	Dmel_CG31806
X2JAL6	Dmel_CG31807
F9VMG5	Dmel_CG31808
Q8INZ8	Dmel_CG31809
O76511	Dmel_CG3181
Q541C9	Dmel_CG3181
Q8SX47	Dmel_CG31810
Q9NGC3	Dmel_CG31811
Q8IP11	Dmel_CG31812
Q8IP68	Dmel_CG31813
X2J5Z1	Dmel_CG31814
Q8IP16	Dmel_CG31815
Q8IP17	Dmel_CG31816
Q7KT60	Dmel_CG31817
Q8T908	Dmel_CG31819
Q7JPB9	Dmel_CG3182
Q8IP27	Dmel_CG31820
Q9VJN0	Dmel_CG31821
Q8IP31	Dmel_CG31823
Q9VJN4	Dmel_CG31826
Q7KT71	Dmel_CG31827
Q7JX41	Dmel_CG3183
Q7KT80	Dmel_CG31832
Q7KT86	Dmel_CG31835
Q7KTA1	Dmel_CG31839
Q9W3X3	Dmel_CG3184
Q8IP62	Dmel_CG31842
Q8IP75	Dmel_CG31848
Q95RF3	Dmel_CG31849
Q8IP78	Dmel_CG31851
Q9VJZ5	Dmel_CG31852
Q8IP73	Dmel_CG31855
Q8IP85	Dmel_CG31858
Q9GU68	Dmel_CG3186
Q4V528	Dmel_CG31860
Q059A6	Dmel_CG31861
Q8IP88	Dmel_CG31862
Q8IPA0	Dmel_CG31864
Q8IP99	Dmel_CG31865
Q8IPA1	Dmel_CG31866
Q8IPB0	Dmel_CG31867
Q9VKL0	Dmel_CG31868
B7YZV0	Dmel_CG31869
Q8IRR5	Dmel_CG3187
Q8T3Q4	Dmel_CG31870
Q9VKS5	Dmel_CG31871
Q9VKT1	Dmel_CG31872
Q9VL10	Dmel_CG31873
Q8IPD2	Dmel_CG31874
Q8IPD6	Dmel_CG31875
Q8IPD8	Dmel_CG31876
Q8IPE5	Dmel_CG31882
Q9VLB4	Dmel_CG31883
Q9V429	Dmel_CG31884
A8DYY1	Dmel_CG31886
A1Z6M6	Dmel_CG3189
M9PCE2	Dmel_CG31893
Q8IPF4	Dmel_CG31897
Q8IPF7	Dmel_CG31898
Q8IPF8	Dmel_CG31901
Q0E8V6	Dmel_CG31902
Q95TF4	Dmel_CG31904
Q8IPI4	Dmel_CG31907
Q8T9H8	Dmel_CG31908
Q8IPI2	Dmel_CG31909
Q95R34	Dmel_CG3191
Q8T421	Dmel_CG31910
Q9VMB6	Dmel_CG31911
Q8IPK2	Dmel_CG31913
Q8IPK4	Dmel_CG31915
Q9VMV7	Dmel_CG31917
Q9VMU6	Dmel_CG31918
Q9W3X7	Dmel_CG3192
Q8IPV8	Dmel_CG31921
Q8IPW7	Dmel_CG31922
Q8MZ65	Dmel_CG31924
Q9VQ13	Dmel_CG31926
Q9VQ11	Dmel_CG31928
P58952	Dmel_CG31929
P17886	Dmel_CG3193
M9PBP0	Dmel_CG31930
P84180	Dmel_CG31931
P58954	Dmel_CG31932
Q9VQ50	Dmel_CG31933
Q9VQ26	Dmel_CG31935
P58953	Dmel_CG31936
Q9VQ39	Dmel_CG31937
Q8IPX7	Dmel_CG31938
C3KGM6	Dmel_CG3194
Q8MVX6	Dmel_CG31941
Q8IPY5	Dmel_CG31948
M9MRC8	Dmel_CG31949
Q9W1B9	Dmel_CG3195
Q8IPZ7	Dmel_CG31950
Q9VQQ4	Dmel_CG31952
Q8IQ10	Dmel_CG31954
M9MSG2	Dmel_CG31955
Q8IA42	Dmel_CG31956
B7Z006	Dmel_CG31956
Q8IQ13	Dmel_CG31957
M9PEE8	Dmel_CG31957
Q8IQ15	Dmel_CG31960
Q95TP0	Dmel_CG31961
Q9N2Q3	Dmel_CG31962
A8DYS5	Dmel_CG31973
Q9VPK3	Dmel_CG31974
Q8IPV2	Dmel_CG31975
Q9VPK1	Dmel_CG31976
Q9W3X8	Dmel_CG3198
Q8T0V8	Dmel_CG31988
Q9VMQ4	Dmel_CG31989
Q9VFM2	Dmel_CG3199
Q960U8	Dmel_CG31991
Q8SY33	Dmel_CG31992
Q8SYQ4	Dmel_CG31997
H9XVM5	Dmel_CG31998
Q9V4B8	Dmel_CG31999
Q94915	Dmel_CG3200
A8DZ26	Dmel_CG32000
Q8IMA2	Dmel_CG32006
P54357	Dmel_CG3201
L0MLQ9	Dmel_CG32016
Q8IM93	Dmel_CG32017
H9XVP5	Dmel_CG32018
D1YSG0	Dmel_CG32019
Q8T481	Dmel_CG32022
Q4V6M5	Dmel_CG32023
Q8IQB0	Dmel_CG32024
Q8T0R3	Dmel_CG32026
Q9VSN3	Dmel_CG32029
Q9W3W8	Dmel_CG3203
X2JIQ5	Dmel_CG3203
P48610	Dmel_CG32031
A8JNP1	Dmel_CG32031
Q8IQB7	Dmel_CG32032
Q9VT02	Dmel_CG32036
Q95RP1	Dmel_CG32037
Q8IQC6	Dmel_CG32039
A0A0B4LGJ4	Dmel_CG3204
Q8IQC7	Dmel_CG32040
Q95T64	Dmel_CG32042
Q9VT28	Dmel_CG32045
Q8IQD3	Dmel_CG32052
Q9VT79	Dmel_CG32053
Q8IQE0	Dmel_CG32054
Q9VT89	Dmel_CG32055
Q9VT88	Dmel_CG32056
M9PF17	Dmel_CG32057
Q8IQE2	Dmel_CG32058
O46077	Dmel_CG3206
D3PK91	Dmel_CG3206
Q9VT96	Dmel_CG32061
Q7YU08	Dmel_CG32062
Q961W5	Dmel_CG32063
Q95R35	Dmel_CG32064
Q7K1H0	Dmel_CG32066
M9PET3	Dmel_CG32067
Q6AWN0	Dmel_CG32068
Q9VTE1	Dmel_CG32069
Q9VTF1	Dmel_CG32071
Q5JZZ4	Dmel_CG32072
Q9VTF2	Dmel_CG32073
Q8IQE7	Dmel_CG32074
Q8SZY9	Dmel_CG32075
Q8T8L8	Dmel_CG32076
Q8IQE8	Dmel_CG32077
Q9VTD5	Dmel_CG32079
Q961S1	Dmel_CG3208
Q8IQF3	Dmel_CG32081
A8JNR3	Dmel_CG32082
Q9VTL8	Dmel_CG32085
M9NF85	Dmel_CG32086
Q8MR82	Dmel_CG32087
Q9VTM9	Dmel_CG32088
Q9VTI6	Dmel_CG32089
A0A0B4LGJ9	Dmel_CG3209
Q8IQG3	Dmel_CG32090
Q9VTL3	Dmel_CG32091
Q95U65	Dmel_CG32095
M9PFC6	Dmel_CG32096
Q8SXB3	Dmel_CG32099
Q9VQE0	Dmel_CG3210
Q9VTV7	Dmel_CG32100
Q8MYZ2	Dmel_CG32102
M9PF04	Dmel_CG32103
Q9VTX1	Dmel_CG32104
M9PCA3	Dmel_CG32105
M9ND83	Dmel_CG32106
M9PCC8	Dmel_CG32107
Q9VU04	Dmel_CG32109
Q8IQH8	Dmel_CG32110
Q8IQI5	Dmel_CG32112
Q9VU08	Dmel_CG32113
Q8I0T1	Dmel_CG32115
Q8IQJ2	Dmel_CG32117
Q8IQJ8	Dmel_CG32119
Q9VQS2	Dmel_CG3212
Q9N658	Dmel_CG32120
Q8IQJ5	Dmel_CG32121
Q9VQS0	Dmel_CG3213
A8JNS4	Dmel_CG32130
Q9VUB7	Dmel_CG32133
Q09147	Dmel_CG32134
Q8IQK4	Dmel_CG32135
Q8IQK9	Dmel_CG32136
Q8SWR2	Dmel_CG32137
Q9VUC6	Dmel_CG32138
Q9VUD3	Dmel_CG32139
Q9VQD7	Dmel_CG3214
Q8IQL2	Dmel_CG32141
Q9VUG1	Dmel_CG32146
Q8SZB7	Dmel_CG32147
Q8T969	Dmel_CG32148
B7Z058	Dmel_CG32149
Q9W1U3	Dmel_CG3215
Q9VUU9	Dmel_CG32150
Q8IQN1	Dmel_CG32152
Q9VV00	Dmel_CG32154
Q8IQM9	Dmel_CG32155
A8JNT6	Dmel_CG32156
Q9VV62	Dmel_CG32159
Q9W2P1	Dmel_CG3216
Q8IQP0	Dmel_CG32161
X2J948	Dmel_CG32163
M9PFR8	Dmel_CG32164
M9PFW8	Dmel_CG32165
Q9VVE5	Dmel_CG32169
Q9W0N3	Dmel_CG3217
Q8I0S2	Dmel_CG32170
Q9VVG6	Dmel_CG32174
M9NDU8	Dmel_CG32174
Q9VVG9	Dmel_CG32176
Q9VVJ5	Dmel_CG32177
Q0E8D8	Dmel_CG32178
Q9VVJ6	Dmel_CG32179
P13468	Dmel_CG3218
P11536	Dmel_CG32180
H1UUR5	Dmel_CG32180
Q8MSM7	Dmel_CG32181
Q8IQR2	Dmel_CG32182
Q9VVK3	Dmel_CG32183
Q8IQR7	Dmel_CG32185
Q9VVK9	Dmel_CG32187
Q8SXZ5	Dmel_CG32188
Q8SXZ5	Dmel_CG32189
Q9W1U4	Dmel_CG3219
Q45EX0	Dmel_CG3219
Q9VVK7	Dmel_CG32190
Q8IQS4	Dmel_CG32191
Q8IQR9	Dmel_CG32192
Q8IQS5	Dmel_CG32195
M9PCW9	Dmel_CG32196
Q9V449	Dmel_CG32197
Q8IQS8	Dmel_CG32198
Q9VVQ9	Dmel_CG32199
Q8IQS7	Dmel_CG32201
Q4V604	Dmel_CG32202
Q3HKQ3	Dmel_CG32203
Q8IQT9	Dmel_CG32204
Q9VVY7	Dmel_CG32206
Q8IQU7	Dmel_CG32208
Q9VW34	Dmel_CG32209
Q9W2P0	Dmel_CG3221
Q9VW09	Dmel_CG32210
P49847	Dmel_CG32211
Q8IQU5	Dmel_CG32212
Q8IQU6	Dmel_CG32213
Q8IQU8	Dmel_CG32214
Q9VW51	Dmel_CG32217
Q8MSL7	Dmel_CG32219
Q9VT14	Dmel_CG3222
Q8IQV0	Dmel_CG32220
Q8IQV2	Dmel_CG32221
Q8IQV4	Dmel_CG32225
Q9VWB0	Dmel_CG32226
Q9VWA7	Dmel_CG32227
Q9VWA5	Dmel_CG32228
Q9VHX2	Dmel_CG3223
Q8SYJ2	Dmel_CG32230
Q8IRA1	Dmel_CG32232
Q9VZ78	Dmel_CG32235
Q95U06	Dmel_CG32236
Q9VZ79	Dmel_CG32237
Q9VZ97	Dmel_CG32238
Q9VZ85	Dmel_CG32239
Q9W3Y0	Dmel_CG3224
Q8I0L0	Dmel_CG32240
Q8IRB3	Dmel_CG32241
Q8MZ22	Dmel_CG32243
Q8IRA7	Dmel_CG32246
Q8IRB1	Dmel_CG32248
Q8IRB2	Dmel_CG32249
Q9VR29	Dmel_CG3225
Q9VZD9	Dmel_CG32250
Q8IRB5	Dmel_CG32251
P83297	Dmel_CG32255
P83295	Dmel_CG32256
H0RNL7	Dmel_CG32256
P83294	Dmel_CG32257
P83296	Dmel_CG32258
Q4QQ81	Dmel_CG32259
Q9W3Y3	Dmel_CG3226
M9PE97	Dmel_CG32260
P83293	Dmel_CG32261
Q9VZM6	Dmel_CG32262
Q8IRC8	Dmel_CG32263
Q7YU16	Dmel_CG32264
Q8MSE9	Dmel_CG32266
Q8IRD0	Dmel_CG32267
Q9VZQ4	Dmel_CG32268
Q8SYS8	Dmel_CG32269
Q8SYK5	Dmel_CG3227
Q8IRE0	Dmel_CG32270
Q8IRE2	Dmel_CG32271
Q9VZQ5	Dmel_CG32274
Q8SYY6	Dmel_CG32276
Q8IRE1	Dmel_CG32277
Q9VZU0	Dmel_CG32278
Q7YXH9	Dmel_CG32279
O46072	Dmel_CG3228
X2JCE0	Dmel_CG3228
Q8IRE5	Dmel_CG32280
Q8IRE4	Dmel_CG32281
Q8IRD6	Dmel_CG32282
Q8IRD7	Dmel_CG32283
Q8MS92	Dmel_CG32284
Q8MRL6	Dmel_CG32295
Q9VZY2	Dmel_CG32296
Q8IRF1	Dmel_CG32298
Q8IRF2	Dmel_CG32299
Q7KVA1	Dmel_CG32300
E1JIB3	Dmel_CG32301
Q9W030	Dmel_CG32302
Q8IRF4	Dmel_CG32304
Q8IRF5	Dmel_CG32305
D5SHU1	Dmel_CG3231
M9PBI0	Dmel_CG32313
Q8T626	Dmel_CG32315
Q7KVC2	Dmel_CG32318
Q8IRH2	Dmel_CG32319
Q8IRH3	Dmel_CG32320
Q8MRM7	Dmel_CG32333
Q8SXQ8	Dmel_CG32335
P49021	Dmel_CG3234
Q9W0R7	Dmel_CG32343
Q8SY39	Dmel_CG32344
Q9W0T1	Dmel_CG32346
E1JHV6	Dmel_CG32346
Q8SX81	Dmel_CG32350
Q9VSM7	Dmel_CG32351
Q9VSK1	Dmel_CG32354
Q7KUB3	Dmel_CG32356
Q8IQA2	Dmel_CG32364
Q9VSB3	Dmel_CG32365
Q8IQ94	Dmel_CG32368
Q9VSB2	Dmel_CG32369
Q8IQA0	Dmel_CG32371
Q9VS84	Dmel_CG32372
Q8SYF5	Dmel_CG32373
Q9VS87	Dmel_CG32374
Q8IQ89	Dmel_CG32376
Q9VS65	Dmel_CG32379
Q9VQR3	Dmel_CG3238
Q9VS60	Dmel_CG32380
Q9VS41	Dmel_CG32381
Q9VS71	Dmel_CG32382
Q8IQ79	Dmel_CG32383
Q8T0J9	Dmel_CG32388
Q9W4B8	Dmel_CG3239
E1JI53	Dmel_CG32391
Q9VRY7	Dmel_CG32392
Q8IQ72	Dmel_CG32395
Q9VRX3	Dmel_CG32396
M9NE38	Dmel_CG32397
Q9VQD4	Dmel_CG3240
C0HL62	Dmel_CG32400
C0HL63	Dmel_CG32400
C9QP88	Dmel_CG32400
P82982	Dmel_CG32401
E5AJF4	Dmel_CG32401
P82983	Dmel_CG32402
E5AJG9	Dmel_CG32402
P82984	Dmel_CG32403
E5AJI4	Dmel_CG32403
D0IQA9	Dmel_CG32404
Q8I0P8	Dmel_CG32405
Q9VRS2	Dmel_CG32406
Q9VRR3	Dmel_CG32407
Q8I937	Dmel_CG32409
P50534	Dmel_CG3241
A4V038	Dmel_CG3241
Q9VRQ9	Dmel_CG32412
Q8I936	Dmel_CG32413
Q9NI63	Dmel_CG32417
Q8SWS7	Dmel_CG32418
Q9VQS7	Dmel_CG3242
Q8MSV2	Dmel_CG32423
Q7YU90	Dmel_CG32425
Q9VPE6	Dmel_CG32428
M9PG87	Dmel_CG32432
Q8IPU5	Dmel_CG32433
Q6U9V3	Dmel_CG32434
Q9NBD7	Dmel_CG32435
Q9VP43	Dmel_CG32436
Q9VP41	Dmel_CG32437
M9PGC9	Dmel_CG32438
Q8SZK9	Dmel_CG3244
Q8IPT5	Dmel_CG32440
Q8IPT1	Dmel_CG32441
B7Z097	Dmel_CG32442
P26017	Dmel_CG32443
Q541F9	Dmel_CG32443
Q9VP02	Dmel_CG32444
Q8MR63	Dmel_CG32445
M9PD88	Dmel_CG32446
M9PIJ4	Dmel_CG32447
Q8IPS9	Dmel_CG32448
Q7KVM5	Dmel_CG3245
Q8MRL1	Dmel_CG32450
A8JNX2	Dmel_CG32451
Q960E9	Dmel_CG32452
Q9VNS7	Dmel_CG32453
Q8IPS7	Dmel_CG32454
E1JI30	Dmel_CG32457
Q9VNQ6	Dmel_CG32459
Q9VQR0	Dmel_CG3246
Q8IPS1	Dmel_CG32461
Q8IPS5	Dmel_CG32462
Q8IPZ0	Dmel_CG32463
Q9VNA1	Dmel_CG32464
Q8INH5	Dmel_CG32473
A8JRD4	Dmel_CG32474
Q9W0V7	Dmel_CG32475
M9PBG4	Dmel_CG32475
Q8SYV9	Dmel_CG32476
M9PDK3	Dmel_CG32479
Q961G1	Dmel_CG3248
Q8IRI8	Dmel_CG32483
Q9VZW0	Dmel_CG32484
Q8I941	Dmel_CG32485
Q9VZV5	Dmel_CG32486
Q9VZW4	Dmel_CG32487
Q8SXC9	Dmel_CG32488
Q9W4C4	Dmel_CG3249
Q8IPM8	Dmel_CG32490
E1JJ35	Dmel_CG32490
Q86B87	Dmel_CG32491
Q1RL06	Dmel_CG32495
Q8IRU4	Dmel_CG32498
Q9VR69	Dmel_CG32499
Q23971	Dmel_CG3250
Q8SY96	Dmel_CG32500
O76932	Dmel_CG32505
X2JG90	Dmel_CG32505
Q8IQ30	Dmel_CG32506
R9PY48	Dmel_CG32507
Q9VR20	Dmel_CG3251
F0JAF4	Dmel_CG32512
G7H830	Dmel_CG32513
Q9W4C5	Dmel_CG3252
C7LA87	Dmel_CG3252
Q9VRF7	Dmel_CG32521
Q8IQ51	Dmel_CG32523
Q9VWD0	Dmel_CG32528
Q2MGL2	Dmel_CG32529
Q9W1A7	Dmel_CG3253
Q9VWI3	Dmel_CG32531
X2JL88	Dmel_CG32532
Q9VWI5	Dmel_CG32533
Q9VWJ3	Dmel_CG32536
Q8IQX0	Dmel_CG32537
E1JJR2	Dmel_CG32538
Q6WV19	Dmel_CG3254
Q7M3J6	Dmel_CG32540
Q8IQX3	Dmel_CG32544
Q59E37	Dmel_CG32547
Q9VWU8	Dmel_CG32548
Q9VWV2	Dmel_CG32549
Q8IQY1	Dmel_CG32551
Q8IQZ4	Dmel_CG32554
Q9VX32	Dmel_CG32555
A0A0C5KMR0	Dmel_CG32555
Q9VX26	Dmel_CG32556
Q9VX11	Dmel_CG32557
Q9U3V8	Dmel_CG32561
Q9U3V9	Dmel_CG32562
X2JE68	Dmel_CG32563
Q8IR01	Dmel_CG32564
Q9VXB7	Dmel_CG32568
Q8IR09	Dmel_CG32569
Q9W1A6	Dmel_CG3257
Q8IR10	Dmel_CG32570
Q8IR11	Dmel_CG32571
Q9VXB8	Dmel_CG32572
Q9VXD7	Dmel_CG32573
Q8IR08	Dmel_CG32574
Q9VXG1	Dmel_CG32575
Q59E43	Dmel_CG32576
Q9VXJ5	Dmel_CG32577
Q8IR17	Dmel_CG32578
M9PHA4	Dmel_CG32579
P09775	Dmel_CG3258
Q8IR22	Dmel_CG32580
Q8IR26	Dmel_CG32581
Q8T8R7	Dmel_CG32588
Q9VFL0	Dmel_CG3259
Q8IR45	Dmel_CG32590
Q8IR43	Dmel_CG32591
Q9NB71	Dmel_CG32592
X2JF19	Dmel_CG32592
O61492	Dmel_CG32593
F2FB46	Dmel_CG32593
Q9VXZ3	Dmel_CG32594
Q8IR47	Dmel_CG32595
A8JUW4	Dmel_CG32597
Q8IR50	Dmel_CG32598
Q8IR56	Dmel_CG32599
Q9W1A3	Dmel_CG3260
Q9VY33	Dmel_CG32600
B6VQA0	Dmel_CG32601
Q8IR52	Dmel_CG32602
Q8IR57	Dmel_CG32603
Q9VY54	Dmel_CG32604
Q9NIV2	Dmel_CG32616
Q9V9M8	Dmel_CG3262
Q8IR64	Dmel_CG32625
M9MS55	Dmel_CG32626
Q9VYB9	Dmel_CG32631
Q9VYB7	Dmel_CG32632
M9PEH9	Dmel_CG32632
Q960J9	Dmel_CG32633
Q8IR72	Dmel_CG32638
Q8IR70	Dmel_CG32639
Q9W273	Dmel_CG3264
Q8I079	Dmel_CG32640
Q8I079	Dmel_CG32641
Q8IR75	Dmel_CG32642
Q8IR73	Dmel_CG32643
Q8IR74	Dmel_CG32644
Q9VYG5	Dmel_CG32645
Q9VYJ3	Dmel_CG32647
Q9VYI6	Dmel_CG32649
Q7JZD3	Dmel_CG3265
Q9VYI7	Dmel_CG32650
Q8IR82	Dmel_CG32651
A8JUU1	Dmel_CG32654
Q8IR83	Dmel_CG32655
X2JBD0	Dmel_CG32656
P58950	Dmel_CG32664
Q0KHT7	Dmel_CG32666
Q8IR95	Dmel_CG32667
Q8IR94	Dmel_CG32668
P83740	Dmel_CG32669
Q9V9A7	Dmel_CG3267
H0RNI1	Dmel_CG3267
Q8IR98	Dmel_CG32670
Q9VZ47	Dmel_CG32671
X2JJA8	Dmel_CG32672
Q8IRK8	Dmel_CG32673
Q9W2S1	Dmel_CG32675
Q8SXD4	Dmel_CG32676
M9PGU7	Dmel_CG32677
Q8IRK9	Dmel_CG32678
Q8IRL3	Dmel_CG32679
Q9V9A8	Dmel_CG3268
Q8IRL0	Dmel_CG32681
Q9W2V2	Dmel_CG32683
M9NF08	Dmel_CG32685
